ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0043966	histone H3 acetylation	3/375	16/21845	0.00238005860961394	0.030942174189663	0.0246683848641775	AT5G55760/AT5G09230/AT3G09600	3
GO:0071941	nitrogen cycle metabolic process	3/375	16/21845	0.00238005860961394	0.030942174189663	0.0246683848641775	AT1G67550/AT5G50950/AT2G15620	3
GO:0045786	negative regulation of cell cycle	6/375	79/21845	0.00238359441201867	0.030942174189663	0.0246683848641775	AT3G25980/AT4G24710/AT3G27120/AT3G15150/AT5G54260/AT5G40820	6
GO:0051129	negative regulation of cellular component organization	6/375	80/21845	0.00254035790050579	0.032671825220394	0.0260473344184415	AT2G30620/AT3G25980/AT4G24710/AT3G27120/AT2G36490/AT1G44900	6
GO:0048285	organelle fission	11/375	235/21845	0.00258334553392872	0.0329198802442844	0.0262450941737616	AT1G07745/AT3G25980/AT5G48720/AT4G24710/AT3G27120/AT3G19210/AT1G61000/AT4G29170/AT5G48600/AT3G54630/AT2G21280	11
GO:0009112	nucleobase metabolic process	4/375	34/21845	0.00263835768300189	0.0333152620153602	0.0265603089236171	AT3G17810/AT4G34890/AT4G04955/AT3G53900	4
GO:0006090	pyruvate metabolic process	6/375	81/21845	0.00270473736476715	0.0338457675645186	0.0269832499548131	AT5G25880/AT3G12780/AT1G79550/AT3G52930/AT5G42740/AT1G59900	6
GO:0006575	cellular modified amino acid metabolic process	7/375	109/21845	0.00276836669405973	0.0343326905182943	0.0273714451329966	AT4G34570/AT1G78380/AT2G02390/AT2G30870/AT4G29210/AT4G23100/AT1G15110	7
GO:0000726	non-recombinational repair	3/375	17/21845	0.00285355869857327	0.03507604453379	0.0279640777913282	AT5G54260/AT5G40820/AT4G02390	3
GO:0006749	glutathione metabolic process	5/375	57/21845	0.00292421839310404	0.035191929873012	0.0280564663911247	AT1G78380/AT2G02390/AT2G30870/AT4G29210/AT4G23100	5
GO:0015718	monocarboxylic acid transport	4/375	35/21845	0.00293899486340489	0.035191929873012	0.0280564663911247	AT5G33320/AT1G15520/AT2G01170/AT5G20090	4
GO:0042631	cellular response to water deprivation	4/375	35/21845	0.00293899486340489	0.035191929873012	0.0280564663911247	AT1G09340/AT1G78380/AT1G32080/AT2G43350	4
GO:0007051	spindle organization	5/375	58/21845	0.00315585701749994	0.0368360117420791	0.0293671966599729	AT5G47820/AT5G06680/AT1G61000/AT1G03780/AT4G05190	5
GO:0007131	reciprocal meiotic recombination	5/375	58/21845	0.00315585701749994	0.0368360117420791	0.0293671966599729	AT1G07745/AT4G24710/AT3G27120/AT3G19210/AT4G29170	5
GO:0035825	homologous recombination	5/375	58/21845	0.00315585701749994	0.0368360117420791	0.0293671966599729	AT1G07745/AT4G24710/AT3G27120/AT3G19210/AT4G29170	5
GO:0031668	cellular response to extracellular stimulus	10/375	207/21845	0.00318530163585039	0.0368698664349683	0.0293941870255668	AT1G09340/AT1G78380/AT3G17810/AT4G04955/AT1G32080/AT2G43350/AT1G20620/AT3G06850/AT2G02990/AT3G53900	10
GO:0071462	cellular response to water stimulus	4/375	36/21845	0.00326222333926617	0.0374481670928984	0.0298552323002002	AT1G09340/AT1G78380/AT1G32080/AT2G43350	4
GO:0006163	purine nucleotide metabolic process	10/375	208/21845	0.00329654852214651	0.0375320155513238	0.0299220797696128	AT1G17410/AT3G12780/AT4G04640/AT1G79550/AT5G40270/AT3G52930/AT5G36880/AT5G42740/AT5G49460/AT1G59900	10
GO:0009065	glutamine family amino acid catabolic process	3/375	18/21845	0.00338104664814291	0.0381810877582968	0.0304395470590188	AT3G17760/AT5G62530/AT1G79440	3
GO:0006732	coenzyme metabolic process	10/375	210/21845	0.00352831071581116	0.0395227708408202	0.0315091924705717	AT3G02870/AT5G53580/AT4G34570/AT4G01850/AT3G47930/AT5G36880/AT5G57030/AT5G49460/AT1G48320/AT1G59900	10
GO:0042440	pigment metabolic process	9/375	177/21845	0.00360406521860673	0.0397831406138615	0.031716770054778	AT1G78600/AT2G42810/AT5G54160/AT3G22840/AT3G11220/AT5G57030/AT2G40490/AT2G02990/AT5G43430	9
GO:0019252	starch biosynthetic process	4/375	37/21845	0.00360883780946475	0.0397831406138615	0.031716770054778	AT4G18240/AT1G03310/AT3G55800/AT2G39930	4
GO:0008283	cell population proliferation	6/375	86/21845	0.00364890454289467	0.0399080977171709	0.0318163910412366	AT5G44635/AT2G16440/AT3G15150/AT2G07690/AT3G11220/AT1G44900	6
GO:0140013	meiotic nuclear division	7/375	115/21845	0.00373174959403605	0.040488908796744	0.0322794377281457	AT1G07745/AT5G48720/AT4G24710/AT3G27120/AT3G19210/AT1G61000/AT4G29170	7
GO:0006323	DNA packaging	6/375	87/21845	0.00386381445585891	0.040488908796744	0.0322794377281457	AT2G30620/AT1G65470/AT1G57820/AT4G37210/AT3G06400/AT5G48600	6
GO:1901606	alpha-amino acid catabolic process	6/375	87/21845	0.00386381445585891	0.040488908796744	0.0322794377281457	AT3G17760/AT2G02390/AT2G20340/AT5G62530/AT1G79440/AT5G43430	6
GO:0032259	methylation	11/375	248/21845	0.00389017756714113	0.040488908796744	0.0322794377281457	AT2G06210/AT1G57820/AT5G14620/AT5G13960/AT5G54160/AT3G25470/AT2G36490/AT3G52030/AT3G58470/AT5G05570/AT3G61740	11
GO:0071496	cellular response to external stimulus	10/375	213/21845	0.00390002044065693	0.040488908796744	0.0322794377281457	AT1G09340/AT1G78380/AT3G17810/AT4G04955/AT1G32080/AT2G43350/AT1G20620/AT3G06850/AT2G02990/AT3G53900	10
GO:0006520	cellular amino acid metabolic process	15/375	398/21845	0.00390294076752089	0.040488908796744	0.0322794377281457	AT3G17760/AT3G17810/AT4G32915/AT5G14800/AT3G20390/AT1G75330/AT2G02390/AT2G20340/AT5G62530/AT1G11870/AT4G16800/AT3G13490/AT1G79440/AT1G51720/AT5G43430	15
GO:0006165	nucleoside diphosphate phosphorylation	5/375	61/21845	0.00392996358212851	0.040488908796744	0.0322794377281457	AT1G17410/AT3G12780/AT1G79550/AT3G52930/AT5G42740	5
GO:0034644	cellular response to UV	3/375	19/21845	0.00396435680083311	0.040488908796744	0.0322794377281457	AT3G22840/AT4G34280/AT4G34190	3
GO:0072523	purine-containing compound catabolic process	3/375	19/21845	0.00396435680083311	0.040488908796744	0.0322794377281457	AT4G34890/AT4G04955/AT5G40270	3
GO:0009259	ribonucleotide metabolic process	10/375	214/21845	0.00403058355594692	0.040864821600075	0.0325791310092675	AT1G17410/AT3G12780/AT4G04640/AT1G79550/AT3G52930/AT5G36880/AT5G42740/AT5G49460/AT1G59900/AT3G53900	10
GO:2001251	negative regulation of chromosome organization	4/375	39/21845	0.00437533263597877	0.044038674140395	0.035109457917999	AT2G30620/AT3G25980/AT2G36490/AT1G44900	4
GO:0044262	cellular carbohydrate metabolic process	15/375	405/21845	0.00457640654248529	0.0450464454593263	0.0359128950196743	AT3G02870/AT1G43670/AT4G18240/AT3G01850/AT1G03310/AT2G15350/AT3G55800/AT3G46970/AT1G01050/AT5G42810/AT4G24040/AT2G39930/AT1G62660/AT3G54050/AT5G64860	15
GO:0035384	thioester biosynthetic process	3/375	20/21845	0.00460518016934797	0.0450464454593263	0.0359128950196743	AT5G36880/AT5G49460/AT1G59900	3
GO:0044247	cellular polysaccharide catabolic process	3/375	20/21845	0.00460518016934797	0.0450464454593263	0.0359128950196743	AT1G43670/AT3G46970/AT5G64860	3
GO:0071616	acyl-CoA biosynthetic process	3/375	20/21845	0.00460518016934797	0.0450464454593263	0.0359128950196743	AT5G36880/AT5G49460/AT1G59900	3
GO:0007017	microtubule-based process	10/375	219/21845	0.00473612953516045	0.0460033840862788	0.036675806190569	AT5G47820/AT5G06680/AT3G27120/AT1G61000/AT1G03780/AT4G05190/AT3G44200/AT3G19050/AT1G69230/AT3G60660	10
GO:0051156	glucose 6-phosphate metabolic process	4/375	40/21845	0.00479672884983359	0.0462684470306865	0.0368871253656793	AT3G01850/AT2G45290/AT3G52930/AT5G42740	4
GO:0016052	carbohydrate catabolic process	10/375	221/21845	0.00504413152082348	0.0483193012580953	0.0385221514330766	AT1G43670/AT3G01850/AT3G12780/AT3G46970/AT1G79550/AT3G17940/AT4G24040/AT3G52930/AT5G42740/AT5G64860	10
GO:0072593	reactive oxygen species metabolic process	7/375	122/21845	0.00515594293223995	0.0487724956168888	0.0388834567761487	AT2G01980/AT4G34890/AT2G33380/AT5G51720/AT5G62530/AT1G20620/AT1G79440	7
GO:0046939	nucleotide phosphorylation	5/375	65/21845	0.0051616680026513	0.0487724956168888	0.0388834567761487	AT1G17410/AT3G12780/AT1G79550/AT3G52930/AT5G42740	5
GO:0000075	cell cycle checkpoint	4/375	41/21845	0.005244541164032	0.0492207275462192	0.0392408058645922	AT3G25980/AT4G24710/AT5G54260/AT5G40820	4
GO:0051568	histone H3-K4 methylation	3/375	21/21845	0.00530506988423911	0.049454644759786	0.0394272943710317	AT2G06210/AT3G52030/AT3G61740	3
