geneID	LL	HL	BestHitAtha	BestHitCre
kfl00302_0040	12.907796	2.522901	NA	NA
kfl00302_0070	35.7170315	15.487511	AT3G46780	Cre06.g269050
kfl00304_0125	1.1861995	0	AT1G35710	Cre17.g741150
kfl00304_0130	1.779388	0	AT1G70740	Cre12.g532050
kfl00307_0090	6.7036655	0	NA	NA
kfl00307_0140	13.247437	4.2402215	AT2G27920	Cre09.g414800
kfl00309_0140	27.448923	9.7226695	AT1G34780	NA
kfl00309_0150	36.3505545	3.6514555	AT5G19860	NA
kfl00310_0020	3.124718	0.3051855	AT2G35920	Cre01.g051550
kfl00310_0050	18.0729515	5.33084	NA	NA
kfl00312_0090	31.0721925	9.158686	AT5G49950	Cre06.g278263
kfl00312_g20	27.1394645	3.755228	NA	NA
kfl00318_0030	23.1071825	1.1878585	AT3G56160	Cre09.g393250
kfl00320_0040	12.5650915	2.788798	AT2G14660	Cre12.g497650
kfl00320_0060	71.988014	26.84635	NA	NA
kfl00320_0140	2.003777	0	AT1G56140	NA
kfl00321_0060	141.775505	61.1867045	NA	NA
kfl00325_0050	4.1280385	0.7805855	NA	NA
kfl00326_0090	1.1142965	0	AT5G40820	Cre10.g467200
kfl00326_0140	16.467945	5.3779325	AT2G41640	Cre08.g358568
kfl00329_0070	106.185295	26.192293	AT5G50420	NA
kfl00329_0080	80.832321	21.5291995	NA	NA
kfl00329_0100	133.4712445	38.1834065	NA	Cre09.g417350
kfl00331_0110	19.968689	6.7461535	NA	NA
kfl00336_0140	64.967842	21.0822445	AT3G60410	NA
kfl00336_0150	20.5649935	6.0502235	NA	NA
kfl00338_0010	22.4950875	4.7575745	AT5G40270	Cre09.g409801
kfl00338_0070	72.769497	15.405427	NA	NA
kfl00338_0100	19.7601655	4.0514	AT4G02390	NA
kfl00339_0120	13.1654345	4.6767715	AT1G01920	Cre07.g321200
kfl00341_0020	2.276147	0	NA	NA
kfl00345_0070	20.7371295	1.631799	AT3G58470	Cre10.g418700
kfl00345_0170	47.6540205	20.5392835	AT4G24040	Cre03.g195600
kfl00346_0020	8.9670255	2.593731	AT1G07220	Cre16.g694800
kfl00347_0110	2292.5499265	914.8666075	NA	NA
kfl00348_0030	322.2925565	138.456909	AT5G66040	Cre10.g444500
kfl00356_0110	6.994569	2.28364	AT2G43350	Cre08.g358525
kfl00357_0110	11.943282	4.802478	AT5G52560	Cre14.g621751
kfl00358_0030	10.766161	1.818845	AT5G62530	Cre12.g520350
kfl00358_0120	31.10172	8.9940685	AT3G12345	Cre01.g016600
kfl00358_0190	7.232226	2.2478155	AT1G68185	Cre16.g675637
kfl00364_0060	10.51431	0	AT4G28310	NA
kfl00364_0070	1.306914	0	AT3G19050	Cre03.g164050
kfl00369_g6	4.2162705	0	NA	NA
kfl00371_0020	24.5646105	5.037477	AT2G42005	Cre02.g112000
kfl00371_0100	49.17679	10.601008	AT3G62830	Cre01.g019250
kfl00371_0140	2.7125815	0.571723	NA	NA
kfl00371_0150	4.602912	1.273286	NA	Cre09.g386732
kfl00375_0050	2.261366	0	AT5G54370	NA
kfl00375_0070	53.9820575	12.6913475	AT3G21400	NA
kfl00375_0150	785.369751	300.072876	NA	NA
kfl00378_0050	10.0717595	3.740966	AT4G20850	Cre16.g675350
kfl00381_0040	3.364079	0.7024015	AT1G31360	Cre12.g490150
kfl00382_0050	224.704269	65.8361585	AT1G77290	Cre01.g044700
kfl00382_0060	126.312069	29.0310595	NA	NA
kfl00383_0110	80.4773825	26.9000235	AT3G51510	Cre16.g679300
kfl00390_0040	3.7018745	1.12366	AT4G29380	Cre06.g290500
kfl00392_0090	32.6031895	13.8371125	AT5G47650	Cre08.g367800
kfl00393_0110	88.7377815	5.247376	NA	NA
kfl00396_0090	23.4784835	9.457047	AT4G29210	Cre17.g698650
kfl00400_0060	784.3269655	202.9492875	NA	NA
kfl00403_0050	20.1355685	5.3264	AT3G52930	Cre01.g006950
kfl00403_g5	2.4262695	0	NA	NA
kfl00404_0100	80.633499	19.6027495	AT1G20620	Cre09.g417150
kfl00407_0050	36.804804	15.7523925	AT1G51805	Cre12.g502901
kfl00407_0090	140.234192	44.922056	AT1G69230	Cre09.g394065
kfl00410_0020	12.4550955	2.5847925	NA	NA
kfl00410_0070	38.643946	16.1353	AT5G17610	NA
kfl00411_0100	2.617273	0	AT5G48600	Cre12.g493400
kfl00412_0200	21.0083905	4.231933	AT3G48420	Cre03.g206550
kfl00413_0020	22.440505	5.8519805	NA	Cre06.g277650
kfl00413_0030	53.910278	13.0065625	NA	NA
kfl00413_0080	17.8947305	2.5189135	AT5G42765	NA
kfl00416_0020	22.3303085	8.763888	AT1G11870	Cre02.g082877
kfl00417_0030	73.3424035	21.88354	AT1G07080	NA
kfl00418_0090	11.242206	3.1528595	AT3G61600	NA
kfl00419_0090	13.583454	5.3011335	AT2G14255	Cre17.g702200
kfl00420_0060	31.631034	13.4299235	AT3G44620	Cre14.g632767
kfl00422_0010	8.3537925	0	AT1G44900	Cre07.g338000
kfl00422_0140	28.8527205	12.039347	AT4G11980	Cre16.g658075
kfl00424_0060	8.747604	3.052704	AT5G42700	NA
kfl00426_0130	11.186892	2.5382	NA	NA
kfl00428_0060	26.3878205	6.272849	NA	Cre13.g578012
kfl00431_0060	22.392698	8.1592225	AT3G25660	Cre10.g439400
kfl00433_0090	69.5348895	15.8637675	AT4G40042	NA
kfl00436_0080	16.4227115	3.193994	NA	NA
kfl00439_0040	19.495896	4.7136505	AT2G39930	Cre03.g155001
kfl00439_0050	88.3151475	23.1915635	AT5G20140	Cre06.g304400
kfl00441_0050	23.840511	8.164525	AT4G16800	Cre02.g091850
kfl00441_0110	128.198704	26.3879055	AT1G53520	Cre12.g517100
kfl00443_0020	46.1098725	6.0107595	AT3G22850	Cre16.g680700
kfl00452_0120	33.635692	11.822518	AT3G61080	Cre12.g542202
kfl00454_0050	135.4206315	56.6880185	NA	NA
kfl00454_0060	26.700776	2.902444	AT5G11910	Cre12.g535550
kfl00454_0070	7.968263	0	AT1G65410	Cre06.g273750
kfl00454_0120	31.5720825	13.7454785	AT1G09195	NA
kfl00455_0110	21.5721265	7.0566295	AT5G59440	Cre03.g190750
kfl00456_0080	88.3986665	34.7425425	AT1G63800	Cre01.g027200
kfl00456_0150	20.984505	1.3559935	AT2G31985	Cre03.g151850
kfl00456_0160	12.047364	4.05676	AT3G10850	Cre12.g557700
kfl00462_0020	66.9008905	10.4606375	AT5G40780	Cre03.g168550
kfl00466_0080	64.93536	14.258421	AT4G28025	NA
kfl00466_0120	13.3863225	3.2903665	AT1G62660	Cre12.g488000
kfl00467_0060	14.4711065	5.9732965	AT3G28720	Cre02.g081650
kfl00471_0070	3.367174	0	AT1G51760	Cre17.g728100
kfl00473_0050	81.1636585	28.3037185	AT4G23100	Cre02.g077100
kfl00476_0010	15.215511	2.4120945	NA	Cre03.g153900
kfl00476_g1	13.2752215	0	NA	NA
kfl00481_0110	62.570326	14.228338	NA	NA
kfl00481_0120	84.326477	17.5437425	AT3G54050	Cre12.g510650
kfl00481_0130	70.122936	27.526742	AT1G54220	Cre09.g386735
kfl00482_0070	11.928475	2.6648485	NA	Cre17.g710200
kfl00483_0070	16.4300185	6.212823	NA	Cre02.g146550
kfl00487_0010	7.864224	1.619833	NA	NA
kfl00487_0020	41.2867545	17.4237645	AT5G28910	Cre10.g449050
kfl00489_0010	84.6615905	31.2547475	AT5G20090	Cre02.g113100
kfl00491_0070	18.18068	5.5930085	AT5G36880	Cre01.g055408
kfl00492_0055	16.346539	2.842094	NA	NA
kfl00492_0070	52.8650435	16.3716645	NA	NA
kfl00493_0060	1.9804005	0	AT3G60350	Cre10.g449250
kfl00498_0020	11.156599	0	NA	NA
kfl00504_0060	120.141327	50.469532	NA	NA
kfl00506_0050	6.484364	2.429139	AT1G07110	Cre16.g691888
kfl00510_0040	1.693797	0	AT1G74150	Cre03.g145127
kfl00515_0060	12.794359	3.1226365	NA	NA
kfl00515_0090	86.6463815	26.7998035	AT1G15110	NA
kfl00516_0050	14.980207	2.404181	NA	NA
kfl00517_0010	19.703962	3.4842395	NA	Cre10.g456400
kfl00517_0030	190.0404435	72.9942475	AT3G54890	Cre06.g283050
kfl00517_0040	69.654007	8.7758985	AT3G54890	Cre06.g283050
kfl00519_0080	89.9599725	20.2883385	AT1G30380	Cre17.g724300
kfl00519_0090	36.799885	15.099067	AT5G16060	NA
kfl00524_0040	6.0802835	1.599495	AT5G19980	Cre18.g748997
kfl00524_0050	20.5707405	6.389435	AT1G12990	NA
kfl00528_0030	28.676386	9.24913	AT2G34470	NA
kfl00532_0050	9.7477645	2.3076855	AT3G06850	Cre04.g228350
kfl00536_0070	18.861629	2.5165905	AT5G57030	Cre06.g267600
kfl00544_0040	10991.234863	1775.149475	NA	NA
kfl00548_0010	133.681808	44.6575775	AT4G18940	Cre10.g419550
kfl00548_0050	47.4500125	20.6874455	AT2G40490	Cre11.g467700
kfl00548_0070	72.2894325	29.1912535	AT3G48530	Cre12.g528000
kfl00550_0040	32.5962945	7.4675835	NA	Cre12.g547150
kfl00560_0010	13.491426	1.578509	AT1G76310	Cre03.g207900
kfl00560_0090	86.142448	27.507572	AT1G61520	Cre11.g467573
kfl00561_0040	9.027164	0	NA	NA
kfl00563_0050	6.2749915	0	AT1G08980	Cre11.g467630
kfl00564_0030	38.337511	3.8009915	AT3G61470	Cre10.g452050
kfl00565_0030	42.309647	8.6649605	NA	Cre03.g174672
kfl00569_0090	41.927025	9.1816335	NA	NA
kfl00572_0010	22.846961	8.9063365	NA	Cre09.g396700
kfl00583_0030	10.7337165	3.8540165	NA	NA
kfl00584_0030	18.0801745	4.765534	NA	NA
kfl00588_0030	7.9926045	0	NA	NA
kfl00588_0040	23.1782815	7.286865	NA	NA
kfl00592_0030	57.875641	17.1750515	AT4G23430	Cre12.g556750
kfl00593_0030	8.005298	2.2100665	AT3G13490	Cre06.g296250
kfl00595_0050	1.6920195	0	NA	NA
kfl00600_0040	73.623394	30.2672685	NA	NA
kfl00600_0050	22.687008	5.7861195	AT5G62840	Cre06.g272300
kfl00601_0070	31.8986575	13.6743315	AT1G72880	Cre10.g436500
kfl00607_0020	71.408913	18.902566	NA	NA
kfl00608_0090	10.056059	1.1651065	AT5G61460	Cre12.g525050
kfl00611_0060	9.564928	1.4085875	NA	NA
kfl00617_0080	4.609905	0	NA	Cre03.g174700
kfl00617_0090	41.669096	17.4593915	AT2G16770	NA
kfl00618_0040	7.633918	2.6006585	AT2G31750	Cre07.g322884
kfl00622_0070	19.328082	2.608166	AT1G11540	Cre14.g627251
kfl00624_0020	1.552426	0	AT2G28250	Cre12.g532050
kfl00631_0090	67.5181275	28.2860825	AT5G45660	NA
kfl00633_0020	47.6237335	13.9384055	NA	Cre13.g562900
kfl00633_0030	154.9228135	50.033823	AT5G42740	Cre03.g175400
kfl00635_0040	23.769685	6.695572	AT4G18460	Cre12.g542000
kfl00636_0030	18.696678	1.01055	AT4G10020	Cre12.g559350
kfl00638_0020	82.9241335	29.801512	AT5G64860	Cre03.g181500
kfl00638_0030	216.911293	82.3645515	AT2G30570	NA
kfl00640_0020	26.5759955	5.2776545	AT1G80380	Cre12.g542300
kfl00642_0030	9.9192625	2.6155195	AT1G04420	Cre03.g195050
kfl00643_0090	36.2568265	13.299616	AT5G49460	Cre02.g088600
kfl00645_0020	6.6119325	0	AT3G06670	Cre17.g701300
kfl00648_0040	55.278114	23.7228125	AT1G51110	Cre03.g176350
kfl00663_0020	13.977209	5.7733115	AT2G47450	Cre04.g231026
kfl00664_0020	3.8661755	0.151292	AT5G42760	Cre16.g677600
kfl00667_0020	235.430237	83.270359	AT5G16550	NA
kfl00668_0070	26.220061	10.3129885	AT3G15090	Cre06.g297400
kfl00671_0030	5.399985	0	AT1G08460	Cre11.g469600
kfl00672_0050	4.6132635	0.655278	NA	NA
kfl00678_0030	40.150923	11.180542	AT1G55805	Cre06.g309717
kfl00678_0040	31.966718	12.1779025	NA	NA
kfl00681_0070	37.479454	11.983516	AT1G28120	Cre10.g441500
kfl00682_0020	5.0976775	1.658976	AT2G42120	Cre08.g374050
kfl00686_0010	214.214897	89.863304	AT5G40370	Cre12.g550400
kfl00689_0100	1.3896975	0	NA	Cre03.g195450
kfl00691_0080	22.4117375	8.208355	AT1G33490	NA
kfl00693_0080	41.912321	15.5065695	NA	NA
kfl00704_0055	8.5274065	3.373028	AT5G06060	Cre16.g682100
kfl00705_0040	2.242305	0	AT3G26570	Cre02.g144700
kfl00711_0025	5.6234685	0	AT5G52800	NA
kfl00717_0010	20.1443785	7.4946175	AT2G21370	Cre02.g098150
kfl00722_0010	14.763819	3.424954	AT1G79440	Cre08.g381702
kfl00733_0030	4.995151	0.5524375	AT5G28780	Cre12.g551550
kfl00734_0030	16.6701785	5.6877075	AT5G12120	Cre03.g169650
kfl00736_0040	5.99495	1.7024435	NA	NA
kfl00736_g7	62.1153085	21.407074	NA	NA
kfl00739_0070	68.3287925	19.8200365	AT2G36320	NA
kfl00741_0030	8.3934855	1.6617795	AT5G05570	Cre12.g558250
kfl00741_0040	10.191587	0	AT3G26500	Cre06.g311750
kfl00745_0010	3.6954625	0	AT4G34280	Cre02.g115250
kfl00753_0080	81.6084785	21.8219025	AT4G27800	Cre04.g218150
kfl00782_0010	221.1151505	60.1124785	AT1G51720	Cre05.g232150
kfl00784_0010	28.8777085	7.3663275	NA	NA
kfl00785_0050	208.598282	84.8238945	AT5G50700	Cre02.g103100
kfl00792_0030	422.6517485	182.4917835	AT1G52220	Cre05.g233950
kfl00798_0020	42.3310455	14.056304	AT1G48320	NA
kfl00802_0060	17.764043	7.2422375	NA	Cre16.g690300
kfl00803_0065	92.023632	37.4876575	NA	NA
kfl00811_0030	66.6502225	26.183492	AT4G34190	Cre17.g740950
kfl00811_0040	105.583504	40.5995825	AT4G28220	Cre19.g750547
kfl00814_0010	3.118369	0	AT3G54630	Cre02.g098300
kfl00817_0020	9.6509925	1.3964075	AT4G35450	Cre03.g177550
kfl00819_0010	2.5047255	0	AT5G66150	NA
kfl00821_0080	217.73555	76.3236655	NA	NA
kfl00826_0050	113.494724	26.1099025	NA	NA
kfl00828_0015	182.892311	70.4867115	NA	NA
kfl00834_0025	130.1977155	28.1972265	NA	NA
kfl00840_0060	11.1187465	0	AT3G60660	Cre16.g672500
kfl00856_0030	24.114416	5.8582055	AT4G12910	Cre17.g746597
kfl00864_0050	4.8498965	0	AT1G78995	Cre01.g000800
kfl00864_0060	2.0062665	0	AT1G22460	NA
kfl00869_0050	12.900735	4.1080175	AT3G61740	Cre10.g455600
kfl00870_0020	85.3778915	37.0785315	AT1G59900	Cre07.g337650
kfl00872_0050	30.9785821509434	13.2046861415095	NA	NA
kfl00874_0030	1.1325555	0	NA	NA
kfl00894_0010	4.0400795	0	AT2G02990	Cre06.g306550
kfl00898_0010	31.3881875	8.6166105	AT5G51080	Cre06.g272550
kfl00901_0010	59.5596025	24.3853365	NA	NA
kfl00914_0020	3.381445	0.114684	NA	NA
kfl00923_0010	25.736412	6.8269685	AT2G01320	Cre12.g547300
kfl00958_0030	6.298117	0.833582	AT2G36130	Cre12.g499400
kfl00974_0040	29.0199025	10.386307	NA	NA
kfl00978_0010	2.689305	0	NA	Cre17.g721250
kfl00998_0020	1.8123635	0	AT1G67340	Cre17.g704400
kfl00998_0030	8.441488	3.0125105	AT1G67340	Cre17.g704400
kfl01003_0020	75.278702	32.465521	AT1G60950	Cre14.g626700
kfl01054_0020	8.3526825	0	NA	NA
kfl01061_0010	49.10668	15.400792	AT3G53900	Cre11.g467778
kfl01066_0020	3.871264	0	NA	NA
kfl01088_0010	15.2880195	5.213892	NA	Cre04.g231418
kfl01163_0040	1.581664	0	NA	NA
kfl01284_0010	43.8866655	18.8711145	AT5G43430	Cre12.g554953
kfl01313_0020	44.3785075	18.608914	NA	NA
kfl01328_0010	33.1892775	9.1747635	AT2G21280	Cre05.g233305
kfl01369_0010	43.0532605	12.282347	AT5G38900	Cre10.g464500
kfl01405_0010	361.255829	141.1939545	AT4G31480	Cre04.g217921
kfl01434_0010	1504.663147	294.2145845	AT3G27690	Cre01.g066917
