kfl00001_0060	Cre12.g484700
kfl00074_0320	Cre17.g707950
kfl00075_0010	Cre02.g104100
kfl00075_0030	Cre12.g525650
kfl00075_0040	Cre03.g166600
kfl00075_0060	Cre03.g188650
kfl00075_0070	Cre03.g178100
kfl00075_0080	Cre12.g545101
kfl00075_0090	Cre02.g085450
kfl00075_0100	Cre15.g636800
kfl00075_0140	Cre05.g232002
kfl00075_0160	Cre16.g664600
kfl00075_0170	Cre12.g484150
kfl00075_0180	Cre15.g636800
kfl00075_0210	Cre12.g520450
kfl00075_0230	Cre13.g568025
kfl00075_0240	Cre02.g076750
kfl00075_0250	Cre13.g568025
kfl00075_0270	Cre02.g084050
kfl00075_0280	Cre13.g577550
kfl00075_0290	Cre08.g379300
kfl00075_0300	Cre08.g375600
kfl00075_0310	Cre12.g515850
kfl00076_0020	Cre16.g688750
kfl00076_0030	Cre06.g278151
kfl00076_0040	Cre16.g683250
kfl00076_0050	Cre03.g199000
kfl00076_0080	Cre03.g171050
kfl00076_0090	Cre02.g106400
kfl00076_0130	Cre07.g347600
kfl00076_0140	Cre13.g590900
kfl00076_0150	Cre07.g339150
kfl00076_0170	Cre14.g629920
kfl00076_0200	Cre02.g147302
kfl00076_0210	Cre14.g629920
kfl00076_0220	Cre12.g551900
kfl00076_0230	Cre07.g335750
kfl00076_0250	Cre16.g681657
kfl00076_0260	Cre12.g532050
kfl00076_0280	Cre14.g629650
kfl00076_0290	Cre12.g554250
kfl00076_0300	Cre01.g022650
kfl00076_0310	Cre09.g392542
kfl00076_0330	Cre12.g546700
kfl00076_0350	Cre01.g039350
kfl00077_0020	Cre12.g542450
kfl00077_0050	Cre07.g322250
kfl00077_0060	Cre17.g734900
kfl00077_0070	Cre12.g521350
kfl00077_0080	Cre10.g432000
kfl00077_0100	Cre16.g654300
kfl00077_0120	Cre17.g703250
kfl00077_0130	Cre12.g504200
kfl00077_0140	Cre17.g708100
kfl00077_0150	Cre13.g563850
kfl00077_0230	Cre12.g520600
kfl00077_0240	Cre12.g512200
kfl00077_0270	Cre12.g533900
kfl00077_0280	Cre12.g520150
kfl00078_0010	Cre04.g216050
kfl00078_0030	Cre03.g204752
kfl00078_0060	Cre10.g435400
kfl00078_0090	Cre02.g099850
kfl00078_0100	Cre16.g650200
kfl00078_0110	Cre02.g142351
kfl00078_0120	Cre03.g161500
kfl00078_0130	Cre03.g148350
kfl00078_0140	Cre16.g677950
kfl00078_0190	Cre11.g468450
kfl00078_0210	Cre03.g180750
kfl00078_0240	Cre03.g160800
kfl00078_0250	Cre06.g280800
kfl00078_0280	Cre12.g495250
kfl00078_0290	Cre13.g564250
kfl00078_0300	Cre09.g392616
kfl00078_0320	Cre03.g170601
kfl00078_0360	Cre01.g029900
kfl00078_0370	Cre17.g743547
kfl00079_0010	Cre16.g681900
kfl00079_0040	Cre10.g427000
kfl00079_0070	Cre11.g476250
kfl00079_0080	Cre17.g746247
kfl00079_0090	Cre13.g603900
kfl00079_0100	Cre12.g555250
kfl00079_0110	Cre17.g707700
kfl00079_0120	Cre14.g614300
kfl00079_0150	Cre12.g555350
kfl00079_0160	Cre02.g097400
kfl00079_0180	Cre12.g494450
kfl00079_0190	Cre01.g045640
kfl00079_0200	Cre13.g605700
kfl00079_0210	Cre03.g175700
kfl00079_0220	Cre08.g372300
kfl00079_0230	Cre13.g574150
kfl00079_0240	Cre03.g182551
kfl00079_0250	Cre06.g311150
kfl00079_0280	Cre09.g403293
kfl00079_0290	Cre06.g260350
kfl00079_0300	Cre03.g161750
kfl00079_0310	Cre02.g075100
kfl00079_0330	Cre13.g606800
kfl00079_0350	Cre09.g387726
kfl00079_0360	Cre07.g342920
kfl00079_0370	Cre01.g007050
kfl00079_0380	Cre02.g089900
kfl00079_0390	Cre16.g694750
kfl00079_0460	Cre12.g496150
kfl00080_0020	Cre06.g259650
kfl00080_0030	Cre06.g284450
kfl00080_0040	Cre02.g078700
kfl00080_0060	Cre03.g206800
kfl00080_0080	Cre10.g456750
kfl00080_0090	Cre12.g516200
kfl00080_0100	Cre02.g109800
kfl00080_0110	Cre12.g502350
kfl00080_0120	Cre10.g438050
kfl00080_0130	Cre01.g036400
kfl00080_0140	Cre09.g386750
kfl00080_0150	Cre02.g076987
kfl00080_0170	Cre12.g494100
kfl00080_0180	Cre03.g207041
kfl00080_0200	Cre06.g289750
kfl00080_0210	Cre10.g430900
kfl00080_0250	Cre03.g201150
kfl00080_0260	Cre14.g631950
kfl00080_0270	Cre04.g231516
kfl00080_0300	Cre07.g320650
kfl00080_0315	Cre10.g462200
kfl00080_0320	Cre17.g699100
kfl00080_0330	Cre17.g746547
kfl00080_0340	Cre49.g761347
kfl00081_0020	Cre09.g403050
kfl00081_0030	Cre13.g571200
kfl00081_0040	Cre14.g628050
kfl00081_0050	Cre08.g358531
kfl00081_0080	Cre07.g342550
kfl00081_0090	Cre09.g392542
kfl00081_0100	Cre07.g322450
kfl00081_0110	Cre06.g282950
kfl00081_0120	Cre08.g365600
kfl00081_0130	Cre15.g635650
kfl00081_0140	Cre06.g258200
kfl00081_0160	Cre14.g630400
kfl00081_0180	Cre08.g365600
kfl00081_0190	Cre07.g320900
kfl00081_0200	Cre12.g512300
kfl00081_0210	Cre17.g741150
kfl00081_0225	Cre09.g394701
kfl00081_0230	Cre17.g704400
kfl00081_0240	Cre09.g415400
kfl00081_0270	Cre06.g307150
kfl00081_0280	Cre01.g045350
kfl00081_0290	Cre17.g715300
kfl00081_0300	Cre13.g579950
kfl00081_0310	Cre03.g199900
kfl00081_0320	Cre01.g055200
kfl00081_0340	Cre16.g694703
kfl00082_0010	Cre10.g439400
kfl00082_0060	Cre14.g631250
kfl00082_0070	Cre16.g691750
kfl00082_0080	Cre01.g004250
kfl00082_0090	Cre11.g474700
kfl00082_0110	Cre02.g112000
kfl00082_0120	Cre06.g259200
kfl00082_0140	Cre10.g422300
kfl00082_0170	Cre02.g113050
kfl00082_0180	Cre03.g149650
kfl00082_0190	Cre03.g190550
kfl00082_0210	Cre06.g278205
kfl00082_0230	Cre01.g026900
kfl00082_0240	Cre06.g263289
kfl00082_0260	Cre03.g187000
kfl00083_0010	Cre02.g091150
kfl00083_0020	Cre01.g035850
kfl00083_0030	Cre01.g027000
kfl00083_0040	Cre01.g043500
kfl00083_0050	Cre01.g030050
kfl00083_0070	Cre14.g618450
kfl00083_0080	Cre02.g098200
kfl00083_0100	Cre14.g611950
kfl00083_0110	Cre07.g316000
kfl00083_0130	Cre09.g393395
kfl00083_0140	Cre10.g438750
kfl00083_0150	Cre12.g527850
kfl00083_0170	Cre14.g616600
kfl00083_0180	Cre01.g010700
kfl00083_0190	Cre17.g722700
kfl00083_0200	Cre01.g063267
kfl00083_0210	Cre01.g051100
kfl00083_0220	Cre02.g091150
kfl00083_0250	Cre14.g614100
kfl00083_0260	Cre01.g038151
kfl00083_0290	Cre10.g420900
kfl00083_0300	Cre07.g319900
kfl00083_0320	Cre12.g551000
kfl00083_0330	Cre03.g169250
kfl00083_0340	Cre01.g034600
kfl00083_0350	Cre16.g670250
kfl00083_0360	Cre06.g250250
kfl00083_0390	Cre12.g545101
kfl00084_0020	Cre03.g162000
kfl00084_0050	Cre10.g449050
kfl00084_0060	Cre16.g686850
kfl00084_0070	Cre06.g286250
kfl00084_0080	Cre09.g401256
kfl00084_0090	Cre18.g748947
kfl00084_0100	Cre10.g444900
kfl00084_0110	Cre03.g194100
kfl00084_0120	Cre17.g721950
kfl00084_0170	Cre02.g102300
kfl00084_0180	Cre04.g233302
kfl00084_0190	Cre01.g011350
kfl00084_0220	Cre08.g364000
kfl00084_0230	Cre17.g745697
kfl00084_0240	Cre13.g602500
kfl00085_0020	Cre13.g602950
kfl00085_0040	Cre13.g562400
kfl00085_0050	Cre17.g705150
kfl00085_0060	Cre12.g518650
kfl00085_0070	Cre07.g335900
kfl00085_0080	Cre06.g294650
kfl00085_0090	Cre15.g641250
kfl00085_0100	Cre07.g349100
kfl00085_0120	Cre06.g287800
kfl00085_0130	Cre12.g541750
kfl00085_0140	Cre06.g290450
kfl00085_0150	Cre03.g145087
kfl00085_0160	Cre07.g331550
kfl00085_0170	Cre16.g683900
kfl00085_0180	Cre10.g446850
kfl00085_0190	Cre12.g524200
kfl00085_0200	Cre01.g043300
kfl00085_0210	Cre08.g362450
kfl00085_0220	Cre17.g715350
kfl00085_0230	Cre17.g712450
kfl00085_0240	Cre12.g504150
kfl00085_0250	Cre16.g689647
kfl00085_0260	Cre10.g446100
kfl00085_0270	Cre03.g193850
kfl00085_0300	Cre12.g497300
kfl00085_0320	Cre09.g399067
kfl00085_0340	Cre13.g564900
kfl00085_0350	Cre02.g117500
kfl00085_0360	Cre08.g370450
kfl00085_0370	Cre07.g330850
kfl00085_0380	Cre12.g492700
kfl00085_0400	Cre12.g495951
kfl00085_0420	Cre01.g020950
kfl00085_0430	Cre11.g467767
kfl00085_0440	Cre13.g577950
kfl00086_0010	Cre02.g079750
kfl00086_0020	Cre01.g011100
kfl00086_0030	Cre17.g728800
kfl00086_0050	Cre07.g324050
kfl00086_0070	Cre06.g307100
kfl00086_0080	Cre16.g652550
kfl00086_0100	Cre06.g277100
kfl00086_0120	Cre09.g401330
kfl00086_0130	Cre16.g682100
kfl00086_0140	Cre16.g682100
kfl00086_0160	Cre02.g093975
kfl00086_0170	Cre03.g196600
kfl00086_0180	Cre03.g173350
kfl00086_0190	Cre17.g723600
kfl00086_0200	Cre06.g276250
kfl00086_0220	Cre14.g630050
kfl00086_0250	Cre14.g614000
kfl00086_0260	Cre01.g047700
kfl00086_0280	Cre12.g538100
kfl00086_0290	Cre12.g532050
kfl00086_0300	Cre14.g620850
kfl00086_0320	Cre02.g141450
kfl00086_0330	Cre10.g436850
kfl00086_0340	Cre06.g255350
kfl00086_0350	Cre16.g676981
kfl00086_0370	Cre03.g178950
kfl00087_0010	Cre17.g734612
kfl00087_0020	Cre01.g039850
kfl00087_0050	Cre06.g295400
kfl00087_0060	Cre11.g467616
kfl00087_0070	Cre10.g419450
kfl00087_0090	Cre03.g199050
kfl00087_0100	Cre09.g409050
kfl00087_0110	Cre16.g670900
kfl00087_0150	Cre10.g456900
kfl00087_0180	Cre14.g609700
kfl00087_0200	Cre11.g480851
kfl00087_0210	Cre03.g169000
kfl00087_0220	Cre04.g216050
kfl00088_0010	Cre07.g347800
kfl00088_0030	Cre17.g744997
kfl00088_0040	Cre06.g260800
kfl00088_0050	Cre12.g484200
kfl00088_0060	Cre03.g149050
kfl00088_0080	Cre12.g498350
kfl00088_0090	Cre17.g718950
kfl00088_0100	Cre01.g033832
kfl00088_0110	Cre16.g673617
kfl00088_0120	Cre16.g679500
kfl00088_0130	Cre04.g230144
kfl00088_g15	Cre17.g705000
kfl00088_0140	Cre13.g571200
kfl00088_0160	Cre17.g720261
kfl00088_0170	Cre02.g087450
kfl00088_0180	Cre11.g467559
kfl00088_0190	Cre07.g334650
kfl00088_0200	Cre02.g146300
kfl00088_0230	Cre12.g537750
kfl00088_0240	Cre13.g572700
kfl00088_0270	Cre12.g527100
kfl00089_0010	Cre09.g397364
kfl00089_0020	Cre10.g421250
kfl00089_0030	Cre10.g421250
kfl00089_0050	Cre09.g386700
kfl00089_0090	Cre01.g041050
kfl00089_0100	Cre01.g055400
kfl00089_0110	Cre10.g454700
kfl00089_0120	Cre12.g549300
kfl00089_0130	Cre11.g482200
kfl00089_0140	Cre05.g233100
kfl00089_0160	Cre03.g194700
kfl00089_0170	Cre16.g659400
kfl00089_0180	Cre03.g178150
kfl00089_0190	Cre13.g567200
kfl00089_0200	Cre01.g052300
kfl00089_0210	Cre13.g568150
kfl00089_0220	Cre01.g031700
kfl00089_0230	Cre07.g336600
kfl00089_0240	Cre17.g741850
kfl00089_0250	Cre01.g011500
kfl00089_0270	Cre06.g275050
kfl00089_0310	Cre12.g511950
kfl00089_0320	Cre12.g551850
kfl00089_0330	Cre06.g278264
kfl00089_0340	Cre10.g466750
kfl00090_g1	Cre03.g172500
kfl00090_0010	Cre12.g516900
kfl00090_0040	Cre02.g081500
kfl00090_0080	Cre01.g011250
kfl00090_0090	Cre06.g256200
kfl00090_0100	Cre01.g048050
kfl00090_0110	Cre10.g447767
kfl00090_0120	Cre16.g694750
kfl00090_0130	Cre14.g614350
kfl00090_0140	Cre01.g042150
kfl00090_0160	Cre01.g038400
kfl00090_0170	Cre01.g025450
kfl00090_g20	Cre17.g722100
kfl00090_0230	Cre02.g092350
kfl00090_0240	Cre02.g145300
kfl00090_0250	Cre01.g055436
kfl00090_0260	Cre16.g679600
kfl00090_0280	Cre06.g278256
kfl00090_0290	Cre03.g206800
kfl00090_0300	Cre06.g283900
kfl00090_0310	Cre10.g466700
kfl00090_0320	Cre06.g275100
kfl00090_0330	Cre06.g295826
kfl00091_0020	Cre12.g560150
kfl00091_0030	Cre03.g185850
kfl00091_0040	Cre03.g206929
kfl00091_0150	Cre03.g182600
kfl00091_0180	Cre12.g486100
kfl00091_0190	Cre02.g108000
kfl00091_0200	Cre03.g188400
kfl00091_0220	Cre03.g189050
kfl00091_0230	Cre06.g280700
kfl00091_0240	Cre14.g615000
kfl00091_0250	Cre12.g549700
kfl00091_0270	Cre08.g362550
kfl00091_0280	Cre13.g562950
kfl00091_0310	Cre06.g281900
kfl00091_0330	Cre16.g685650
kfl00092_0010	Cre13.g602850
kfl00092_0030	Cre01.g000850
kfl00092_0040	Cre07.g338150
kfl00092_0050	Cre12.g510000
kfl00092_0060	Cre02.g095750
kfl00092_0070	Cre04.g217949
kfl00092_0090	Cre10.g423650
kfl00092_0110	Cre16.g680100
kfl00092_0130	Cre03.g195200
kfl00092_0140	Cre07.g338150
kfl00092_0150	Cre07.g317250
kfl00092_0170	Cre17.g704400
kfl00092_0190	Cre01.g048600
kfl00092_0200	Cre01.g038950
kfl00092_0210	Cre03.g185550
kfl00092_0220	Cre10.g424400
kfl00092_0230	Cre08.g371450
kfl00092_0240	Cre06.g251150
kfl00092_0250	Cre11.g467779
kfl00092_0260	Cre02.g116900
kfl00092_0270	Cre17.g738000
kfl00092_0280	Cre05.g241950
kfl00092_0290	Cre02.g146700
kfl00092_0300	Cre07.g326400
kfl00092_0350	Cre12.g553750
kfl00092_0360	Cre12.g507650
kfl00092_0380	Cre03.g149650
kfl00093_0010	Cre11.g467752
kfl00093_0030	Cre17.g722200
kfl00093_0040	Cre12.g529600
kfl00093_0050	Cre04.g219250
kfl00093_0070	Cre01.g016600
kfl00093_0080	Cre02.g143200
kfl00093_0090	Cre16.g686050
kfl00093_0120	Cre07.g329650
kfl00093_0130	Cre05.g230600
kfl00093_0180	Cre12.g494750
kfl00093_0190	Cre16.g676197
kfl00093_0200	Cre10.g422600
kfl00093_0210	Cre09.g387800
kfl00093_0220	Cre09.g389282
kfl00093_0240	Cre03.g193700
kfl00093_0250	Cre06.g269550
kfl00093_0260	Cre07.g329300
kfl00093_0270	Cre13.g574500
kfl00093_0280	Cre09.g387800
kfl00093_0290	Cre09.g406550
kfl00093_0310	Cre02.g097050
kfl00093_0320	Cre02.g120150
kfl00093_0330	Cre01.g055432
kfl00093_0350	Cre08.g364351
kfl00094_0010	Cre13.g567050
kfl00094_0050	Cre01.g021850
kfl00094_0060	Cre12.g550400
kfl00094_0070	Cre13.g562400
kfl00094_0080	Cre07.g351750
kfl00094_0090	Cre09.g397512
kfl00094_0100	Cre11.g467568
kfl00094_0120	Cre11.g480150
kfl00094_0130	Cre11.g467567
kfl00094_0140	Cre06.g296983
kfl00094_0150	Cre16.g649150
kfl00094_0160	Cre16.g652450
kfl00094_0170	Cre05.g239850
kfl00094_0180	Cre13.g568800
kfl00094_0190	Cre13.g591400
kfl00094_0200	Cre06.g284850
kfl00094_0220	Cre10.g447850
kfl00094_0230	Cre10.g428678
kfl00094_0240	Cre01.g007300
kfl00094_0250	Cre01.g029300
kfl00094_0260	Cre07.g318800
kfl00094_0270	Cre06.g306601
kfl00094_0290	Cre16.g671950
kfl00094_0300	Cre09.g398067
kfl00094_0310	Cre16.g675550
kfl00094_0320	Cre11.g467659
kfl00094_0330	Cre02.g101050
kfl00095_0030	Cre02.g110250
kfl00095_0040	Cre16.g685650
kfl00095_0050	Cre12.g485800
kfl00095_0060	Cre12.g497250
kfl00095_0070	Cre17.g726750
kfl00095_0140	Cre03.g151100
kfl00095_0160	Cre14.g630301
kfl00095_0170	Cre11.g467622
kfl00095_0180	Cre01.g045650
kfl00095_0190	Cre03.g183400
kfl00095_0200	Cre16.g658526
kfl00095_0210	Cre12.g533000
kfl00095_0250	Cre13.g571200
kfl00096_0010	Cre08.g364351
kfl00096_0020	Cre03.g157000
kfl00096_0030	Cre07.g325050
kfl00096_0040	Cre01.g028150
kfl00096_0050	Cre02.g079250
kfl00096_0060	Cre17.g711150
kfl00096_0070	Cre02.g111850
kfl00096_0080	Cre02.g105600
kfl00096_0090	Cre12.g511400
kfl00096_0110	Cre01.g037050
kfl00096_0120	Cre16.g672385
kfl00096_0130	Cre10.g447300
kfl00096_0150	Cre04.g228400
kfl00096_0170	Cre17.g717700
kfl00096_0190	Cre16.g650400
kfl00096_0200	Cre05.g245900
kfl00096_0210	Cre17.g716850
kfl00096_0220	Cre13.g567100
kfl00096_0230	Cre02.g075050
kfl00096_0240	Cre01.g030250
kfl00096_0250	Cre10.g436950
kfl00096_0260	Cre02.g074150
kfl00096_0270	Cre12.g542350
kfl00097_0020	Cre06.g306050
kfl00097_0030	Cre01.g027764
kfl00097_0040	Cre03.g191850
kfl00097_0050	Cre17.g747797
kfl00097_0060	Cre16.g666400
kfl00097_0080	Cre01.g000900
kfl00097_0100	Cre12.g554103
kfl00097_0140	Cre08.g358557
kfl00097_0150	Cre13.g579800
kfl00097_0160	Cre07.g322176
kfl00097_0180	Cre16.g667451
kfl00097_0190	Cre09.g399067
kfl00097_0220	Cre06.g287000
kfl00097_0230	Cre13.g570350
kfl00097_0240	Cre12.g534700
kfl00097_0250	Cre16.g690900
kfl00097_0270	Cre10.g457700
kfl00097_0280	Cre13.g580050
kfl00097_0290	Cre02.g093350
kfl00097_0300	Cre02.g144850
kfl00097_0310	Cre01.g034451
kfl00097_0320	Cre10.g460532
kfl00097_0330	Cre12.g548550
kfl00097_0340	Cre06.g287500
kfl00097_0350	Cre12.g499900
kfl00097_0360	Cre10.g466350
kfl00097_0370	Cre03.g166700
kfl00097_0390	Cre14.g621475
kfl00098_0010	Cre12.g559250
kfl00098_0020	Cre06.g254800
kfl00098_0030	Cre01.g052350
kfl00098_0040	Cre03.g200150
kfl00098_0050	Cre14.g612000
kfl00098_0060	Cre06.g261000
kfl00098_0080	Cre01.g066917
kfl00098_0090	Cre01.g066917
kfl00098_0140	Cre16.g680700
kfl00098_0150	Cre06.g278215
kfl00098_0170	Cre10.g460300
kfl00098_0180	Cre06.g278142
kfl00098_0210	Cre04.g221500
kfl00098_0220	Cre10.g437150
kfl00098_0230	Cre04.g231516
kfl00098_0240	Cre03.g175850
kfl00098_0260	Cre11.g467679
kfl00098_0270	Cre10.g430501
kfl00098_0280	Cre07.g356850
kfl00098_0290	Cre05.g238250
kfl00098_0310	Cre01.g039950
kfl00098_0320	Cre01.g039900
kfl00098_0330	Cre10.g466350
kfl00098_0340	Cre02.g105350
kfl00098_0360	Cre02.g116900
kfl00098_0380	Cre02.g089274
kfl00099_0020	Cre08.g384600
kfl00099_0040	Cre13.g564850
kfl00099_0050	Cre01.g010000
kfl00099_0080	Cre08.g382350
kfl00099_0090	Cre01.g010848
kfl00099_0100	Cre02.g142086
kfl00099_0130	Cre11.g482626
kfl00099_0140	Cre09.g394050
kfl00099_0150	Cre07.g349600
kfl00099_0160	Cre03.g180450
kfl00099_0180	Cre03.g152800
kfl00099_0200	Cre10.g464250
kfl00099_g20	Cre13.g570050
kfl00099_g21	Cre06.g266700
kfl00099_0210	Cre07.g347250
kfl00099_0220	Cre07.g351050
kfl00099_0230	Cre03.g160200
kfl00099_0240	Cre10.g460466
kfl00099_0250	Cre09.g401022
kfl00099_0260	Cre12.g559050
kfl00099_0270	Cre18.g749347
kfl00100_0010	Cre08.g364050
kfl00100_0020	Cre03.g184700
kfl00100_0040	Cre02.g080200
kfl00100_0050	Cre16.g686200
kfl00100_0060	Cre02.g082450
kfl00100_0070	Cre09.g399439
kfl00100_0080	Cre12.g557300
kfl00100_0090	Cre10.g422000
kfl00100_0140	Cre11.g483150
kfl00100_0150	Cre03.g200350
kfl00100_0160	Cre06.g258733
kfl00100_0170	Cre06.g283050
kfl00100_0210	Cre09.g393950
kfl00100_0220	Cre06.g283150
kfl00100_0230	Cre02.g108800
kfl00100_0250	Cre06.g293000
kfl00100_0260	Cre11.g469000
kfl00100_0290	Cre10.g451300
kfl00100_0300	Cre12.g547750
kfl00100_0310	Cre01.g010900
kfl00100_0340	Cre08.g375550
kfl00100_0350	Cre07.g356400
kfl00101_0020	Cre05.g248000
kfl00101_0045	Cre16.g694202
kfl00101_0050	Cre06.g283300
kfl00101_0060	Cre09.g416050
kfl00101_0070	Cre02.g090850
kfl00101_0100	Cre14.g632600
kfl00101_0120	Cre07.g317908
kfl00101_0130	Cre12.g490000
kfl00101_0140	Cre16.g678200
kfl00101_0150	Cre16.g669650
kfl00101_0160	Cre02.g109250
kfl00101_0190	Cre17.g727650
kfl00101_0200	Cre09.g395843
kfl00101_0210	Cre09.g403750
kfl00101_0220	Cre17.g741250
kfl00101_0230	Cre10.g467050
kfl00101_0240	Cre17.g717300
kfl00101_0250	Cre17.g724900
kfl00101_0260	Cre17.g734150
kfl00101_0280	Cre15.g640101
kfl00101_0290	Cre12.g516400
kfl00102_0020	Cre03.g145127
kfl00102_0030	Cre01.g061807
kfl00102_0100	Cre17.g744147
kfl00102_0110	Cre16.g689250
kfl00102_0130	Cre04.g217910
kfl00102_0140	Cre06.g310400
kfl00102_0160	Cre12.g503300
kfl00102_0170	Cre12.g516400
kfl00102_0180	Cre17.g703900
kfl00102_0190	Cre16.g663950
kfl00102_g22	Cre10.g425100
kfl00102_0200	Cre03.g159500
kfl00102_0230	Cre03.g208833
kfl00102_0250	Cre12.g490700
kfl00102_0260	Cre06.g254800
kfl00103_0010	Cre04.g216050
kfl00103_0020	Cre11.g467678
kfl00103_0030	Cre06.g260850
kfl00103_0050	Cre03.g175750
kfl00103_0070	Cre02.g095133
kfl00103_0080	Cre08.g369150
kfl00103_0090	Cre03.g148250
kfl00103_0110	Cre05.g230600
kfl00103_0130	Cre12.g509650
kfl00103_0150	Cre13.g590300
kfl00103_0170	Cre01.g058521
kfl00103_0180	Cre06.g271050
kfl00103_0190	Cre06.g278159
kfl00103_0200	Cre06.g285650
kfl00103_0230	Cre03.g191850
kfl00104_0020	Cre13.g562150
kfl00104_0030	Cre01.g029350
kfl00104_0040	Cre16.g675749
kfl00104_0050	Cre12.g557900
kfl00104_0060	Cre16.g675100
kfl00104_0070	Cre08.g372450
kfl00104_0080	Cre12.g559050
kfl00104_0090	Cre16.g678452
kfl00104_0120	Cre13.g572200
kfl00104_0130	Cre07.g357850
kfl00104_0140	Cre13.g563150
kfl00104_0150	Cre17.g696400
kfl00104_0160	Cre02.g079850
kfl00104_0200	Cre14.g610950
kfl00104_0210	Cre07.g326800
kfl00104_0220	Cre12.g527600
kfl00104_0250	Cre13.g575000
kfl00104_0280	Cre01.g031750
kfl00104_0300	Cre10.g456350
kfl00104_0320	Cre12.g499400
kfl00104_0330	Cre17.g729900
kfl00104_0340	Cre03.g180350
kfl00104_0350	Cre16.g673650
kfl00104_0360	Cre04.g230830
kfl00104_0370	Cre02.g110750
kfl00105_0010	Cre08.g373374
kfl00105_0020	Cre10.g463300
kfl00105_0030	Cre16.g678400
kfl00105_0040	Cre09.g397950
kfl00105_0050	Cre17.g729150
kfl00105_0060	Cre01.g052950
kfl00105_0080	Cre03.g148750
kfl00105_0090	Cre12.g555850
kfl00105_0100	Cre09.g399178
kfl00105_0130	Cre12.g505400
kfl00105_0140	Cre13.g586400
kfl00105_0170	Cre01.g004000
kfl00105_0180	Cre16.g654992
kfl00105_0190	Cre12.g510650
kfl00105_0200	Cre10.g457750
kfl00105_0210	Cre02.g118250
kfl00105_0280	Cre06.g306850
kfl00105_0290	Cre10.g459600
kfl00105_0300	Cre03.g169250
kfl00106_0010	Cre04.g217914
kfl00106_0020	Cre06.g271376
kfl00106_0030	Cre13.g591150
kfl00106_0040	Cre12.g532050
kfl00106_0050	Cre12.g554600
kfl00106_0060	Cre07.g329700
kfl00106_0070	Cre07.g350500
kfl00106_0080	Cre09.g389578
kfl00106_0120	Cre14.g624550
kfl00106_g14	Cre12.g506350
kfl00106_0140	Cre16.g674050
kfl00106_0150	Cre12.g561000
kfl00106_0170	Cre03.g156750
kfl00106_0180	Cre05.g243454
kfl00106_0190	Cre03.g180650
kfl00106_0200	Cre10.g451000
kfl00106_0210	Cre11.g467567
kfl00106_0220	Cre07.g342200
kfl00106_0230	Cre12.g507750
kfl00106_g25	Cre09.g389600
kfl00106_0240	Cre06.g302700
kfl00106_0250	Cre12.g483700
kfl00106_0260	Cre09.g391652
kfl00106_0280	Cre07.g347800
kfl00107_0010	Cre16.g660850
kfl00107_0020	Cre12.g551801
kfl00107_0030	Cre03.g165050
kfl00107_0050	Cre13.g582800
kfl00107_0060	Cre16.g689423
kfl00107_0080	Cre02.g105450
kfl00107_0090	Cre06.g266900
kfl00107_0110	Cre03.g183200
kfl00107_0130	Cre06.g270700
kfl00107_0140	Cre13.g604700
kfl00107_0150	Cre06.g278229
kfl00107_0160	Cre09.g386732
kfl00107_0180	Cre08.g375200
kfl00107_0190	Cre11.g476800
kfl00107_0200	Cre13.g567700
kfl00107_0220	Cre01.g018184
kfl00107_0230	Cre10.g451950
kfl00107_0240	Cre06.g260350
kfl00107_0250	Cre01.g037900
kfl00107_0260	Cre16.g689050
kfl00107_0290	Cre03.g204913
kfl00107_0300	Cre01.g004450
kfl00108_0010	Cre02.g141406
kfl00108_0020	Cre03.g199200
kfl00108_0030	Cre01.g055424
kfl00108_0040	Cre01.g026300
kfl00108_0050	Cre01.g016800
kfl00108_0060	Cre04.g231418
kfl00108_0070	Cre17.g723200
kfl00108_0075	Cre17.g723200
kfl00108_0080	Cre01.g007774
kfl00108_0100	Cre08.g358534
kfl00108_0130	Cre10.g461750
kfl00108_0140	Cre01.g050850
kfl00108_0160	Cre01.g049900
kfl00108_0170	Cre10.g436600
kfl00108_0180	Cre17.g706900
kfl00108_0190	Cre12.g553900
kfl00108_0200	Cre05.g233900
kfl00108_0210	Cre13.g606750
kfl00108_0230	Cre02.g089950
kfl00109_0010	Cre10.g454550
kfl00109_0020	Cre03.g158800
kfl00109_0030	Cre12.g543350
kfl00109_0040	Cre14.g631600
kfl00109_0050	Cre12.g490100
kfl00109_0070	Cre01.g040300
kfl00109_0080	Cre11.g467524
kfl00109_0090	Cre12.g549050
kfl00109_0100	Cre03.g189100
kfl00109_0120	Cre07.g322100
kfl00109_0130	Cre06.g289550
kfl00109_0140	Cre06.g307450
kfl00109_0150	Cre17.g704450
kfl00109_0180	Cre17.g704450
kfl00109_0160	Cre16.g669650
kfl00109_0170	Cre09.g392171
kfl00109_0185	Cre17.g704450
kfl00109_0190	Cre02.g077700
kfl00109_0210	Cre13.g575950
kfl00109_0220	Cre06.g281050
kfl00109_0240	Cre06.g272000
kfl00109_0260	Cre12.g550800
kfl00109_0270	Cre02.g082700
kfl00109_0280	Cre01.g013900
kfl00109_0290	Cre05.g248250
kfl00109_0300	Cre02.g104000
kfl00109_0310	Cre06.g308450
kfl00109_0320	Cre16.g684750
kfl00109_0330	Cre03.g190850
kfl00109_0340	Cre06.g296550
kfl00110_0030	Cre01.g036100
kfl00110_0040	Cre08.g384650
kfl00110_0050	Cre09.g386912
