kfl00001_0060	AT5G08060
kfl00075_0160	AT2G33220
kfl00075_0170	AT3G45190
kfl00075_0180	AT3G62760
kfl00075_0210	AT3G01720
kfl00075_0230	AT1G09794
kfl00075_0240	AT1G17350
kfl00075_0250	AT1G09794
kfl00075_0260	AT1G15120
kfl00075_0270	AT3G20920
kfl00075_0280	AT5G58760
kfl00075_0290	AT5G51150
kfl00075_0300	AT2G14260
kfl00075_0310	AT2G29570
kfl00075_0320	AT2G28370
kfl00076_0020	AT2G26460
kfl00076_0030	AT5G57450
kfl00076_0040	AT1G09330
kfl00076_0050	AT2G02710
kfl00076_0060	AT1G74640
kfl00076_0080	AT3G06510
kfl00076_0090	AT5G13640
kfl00076_0110	AT2G05320
kfl00076_0120	AT2G14680
kfl00076_0140	AT3G05870
kfl00076_0150	AT1G55490
kfl00076_0160	AT1G68480
kfl00076_0170	AT2G38290
kfl00076_0190	AT4G12680
kfl00076_0200	AT5G49810
kfl00076_0210	AT2G38290
kfl00076_0220	AT2G31725
kfl00076_0230	AT3G04240
kfl00076_0250	AT1G74150
kfl00076_0260	AT1G11050
kfl00076_0280	AT4G35080
kfl00076_0290	AT3G56040
kfl00076_0300	AT5G64370
kfl00076_0310	AT1G76710
kfl00076_0330	AT4G24270
kfl00076_0340	AT5G55960
kfl00076_0350	AT4G24520
kfl00077_0020	AT1G05460
kfl00077_0030	AT5G38940
kfl00077_0050	AT2G43760
kfl00077_0070	AT2G17980
kfl00077_0080	AT3G11960
kfl00077_0100	AT1G17410
kfl00077_0110	AT4G29960
kfl00077_0120	AT4G31600
kfl00077_0130	AT5G02960
kfl00077_0140	AT1G71750
kfl00077_0150	AT2G32230
kfl00077_0190	AT3G15160
kfl00077_0220	AT5G05480
kfl00077_0230	AT1G64510
kfl00077_0240	AT5G13740
kfl00077_0280	AT1G27900
kfl00077_0290	AT5G06060
kfl00078_0010	AT1G13910
kfl00078_0020	AT1G79390
kfl00078_0030	AT3G20650
kfl00078_0050	AT3G04040
kfl00078_0060	AT1G34220
kfl00078_0090	AT1G01090
kfl00078_0100	AT5G66380
kfl00078_0110	AT1G16540
kfl00078_0120	AT1G53490
kfl00078_0130	AT5G41960
kfl00078_0140	AT5G61510
kfl00078_0190	AT3G22930
kfl00078_0210	AT5G17920
kfl00078_0230	AT2G22640
kfl00078_0240	AT1G16310
kfl00078_0250	AT4G37210
kfl00078_0280	AT3G52140
kfl00078_0290	AT4G11420
kfl00078_0300	AT3G13410
kfl00078_0320	AT4G36520
kfl00078_0350	AT1G20330
kfl00078_0360	AT2G13610
kfl00078_0370	AT1G71960
kfl00079_0010	AT2G18710
kfl00079_0020	AT3G57650
kfl00079_0040	AT1G78930
kfl00079_0070	AT5G45290
kfl00079_0080	AT4G02020
kfl00079_0090	AT1G72550
kfl00079_0100	AT3G12260
kfl00079_0110	AT1G15960
kfl00079_0120	AT1G79470
kfl00079_0130	AT5G52200
kfl00079_0140	AT2G45520
kfl00079_0150	AT4G39220
kfl00079_0160	AT1G13950
kfl00079_0180	AT4G34620
kfl00079_0190	AT4G28706
kfl00079_0200	AT1G65000
kfl00079_0210	AT1G80480
kfl00079_0230	AT3G56840
kfl00079_0240	AT1G76100
kfl00079_0250	AT5G10190
kfl00079_0260	AT3G25120
kfl00079_0270	AT1G19130
kfl00079_0280	AT5G13050
kfl00079_0290	AT4G17140
kfl00079_0300	AT2G24330
kfl00079_0310	AT5G20360
kfl00079_0320	AT1G74790
kfl00079_0340	AT5G27730
kfl00079_0350	AT5G19550
kfl00079_0360	AT4G29490
kfl00079_0370	AT3G19900
kfl00079_0380	AT1G61250
kfl00079_0390	AT3G61270
kfl00079_0400	AT2G17350
kfl00079_0440	AT5G06950
kfl00079_0460	AT1G33290
kfl00080_0010	AT3G15150
kfl00080_0020	AT1G14700
kfl00080_0030	AT5G11860
kfl00080_0040	AT5G46910
kfl00080_0060	AT5G59250
kfl00080_0070	AT1G30450
kfl00080_0080	AT1G75270
kfl00080_0090	AT1G56070
kfl00080_0100	AT2G22650
kfl00080_0110	AT1G31360
kfl00080_0120	AT2G04540
kfl00080_0130	AT5G50700
kfl00080_0140	AT5G56000
kfl00080_0150	AT5G39310
kfl00080_0160	AT1G60460
kfl00080_0170	AT5G64270
kfl00080_0180	AT5G14390
kfl00080_0200	AT1G70210
kfl00080_0210	AT1G80260
kfl00080_0220	AT4G01090
kfl00080_0230	AT5G61530
kfl00080_0240	AT4G22000
kfl00080_0250	AT3G11950
kfl00080_0260	AT1G12560
kfl00080_0270	AT5G27630
kfl00080_0280	AT1G08710
kfl00080_0290	AT3G62080
kfl00080_0300	AT1G11880
kfl00080_0315	AT5G55760
kfl00080_0320	AT3G57140
kfl00080_0330	AT1G75390
kfl00080_0350	AT5G14620
kfl00081_0020	AT3G52180
kfl00081_0030	AT1G27320
kfl00081_0040	AT5G16300
kfl00081_0050	AT4G10360
kfl00081_0080	AT1G69523
kfl00081_0090	AT4G30860
kfl00081_0100	AT4G30860
kfl00081_0110	AT5G63220
kfl00081_0120	AT5G32470
kfl00081_0130	AT3G08840
kfl00081_0140	AT3G15120
kfl00081_0160	AT4G33670
kfl00081_0170	AT4G17460
kfl00081_0180	AT5G32470
kfl00081_0190	AT2G01490
kfl00081_0200	AT1G72520
kfl00081_0210	AT5G56040
kfl00081_0225	AT5G17560
kfl00081_0230	AT4G24560
kfl00081_0240	AT5G24350
kfl00081_0270	AT4G00490
kfl00081_0280	AT1G10510
kfl00081_0300	AT3G04830
kfl00081_0310	AT4G18040
kfl00081_0320	AT4G00850
kfl00081_0330	AT4G19070
kfl00081_0340	AT2G31140
kfl00081_0350	AT1G20550
kfl00082_0010	AT4G34880
kfl00082_0030	AT5G42080
kfl00082_0060	AT1G22930
kfl00082_0070	AT4G37560
kfl00082_0110	AT5G38820
kfl00082_0120	AT4G20360
kfl00082_0140	AT3G26060
kfl00082_0170	AT1G74210
kfl00082_0180	AT3G63520
kfl00082_0190	AT3G04740
kfl00082_0200	AT1G61215
kfl00082_0210	AT2G16405
kfl00082_0230	AT2G35660
kfl00082_0240	AT5G58770
kfl00082_0250	AT5G06440
kfl00082_0260	AT1G79830
kfl00083_0010	AT3G07100
kfl00083_0020	AT3G44340
kfl00083_0030	AT4G01310
kfl00083_0040	AT4G35910
kfl00083_0050	AT1G29070
kfl00083_0070	AT1G48635
kfl00083_0080	AT3G24800
kfl00083_0090	AT3G61130
kfl00083_0100	AT1G64430
kfl00083_0110	AT3G25150
kfl00083_0120	AT2G03780
kfl00083_0130	AT5G60760
kfl00083_0140	AT5G52980
kfl00083_0150	AT2G37020
kfl00083_0160	AT1G03530
kfl00083_0170	AT1G03160
kfl00083_0180	AT5G46860
kfl00083_0190	AT5G27490
kfl00083_0200	AT1G31660
kfl00083_0210	AT1G77180
kfl00083_0220	AT2G27460
kfl00083_0240	AT3G07525
kfl00083_0250	AT5G66680
kfl00083_0260	AT1G05910
kfl00083_0270	AT1G76490
kfl00083_0290	AT4G16630
kfl00083_0300	AT2G25355
kfl00083_0320	AT3G28670
kfl00083_0340	AT3G09080
kfl00083_0350	AT1G51450
kfl00083_0360	AT1G12840
kfl00083_0370	AT3G53590
kfl00083_0380	AT5G60530
kfl00083_0390	AT4G34890
kfl00084_0020	AT1G77610
kfl00084_0050	AT5G28910
kfl00084_0060	AT5G43340
kfl00084_0070	AT2G35800
kfl00084_0080	AT2G26680
kfl00084_0090	AT1G21070
kfl00084_0100	AT4G29140
kfl00084_0110	AT5G49470
kfl00084_0120	AT2G16090
kfl00084_0170	AT1G20030
kfl00084_0180	AT5G13960
kfl00084_0190	AT4G20280
kfl00084_0220	AT4G02730
kfl00084_0230	AT4G19040
kfl00084_0250	AT1G20816
kfl00085_0020	AT3G25620
kfl00085_0040	AT2G30470
kfl00085_0050	AT5G52800
kfl00085_0060	AT1G47290
kfl00085_0070	AT1G71696
kfl00085_0080	AT2G13360
kfl00085_0090	AT1G64480
kfl00085_0100	AT1G32490
kfl00085_0120	AT3G44150
kfl00085_0130	AT5G49555
kfl00085_0140	AT4G03110
kfl00085_0150	AT3G12100
kfl00085_0160	AT4G35630
kfl00085_0170	AT1G74210
kfl00085_0180	AT3G07610
kfl00085_0190	AT2G39960
kfl00085_0210	AT1G76130
kfl00085_0220	AT4G17890
kfl00085_0230	AT5G63540
kfl00085_0240	AT1G51390
kfl00085_0250	AT1G48410
kfl00085_0260	AT1G43560
kfl00085_0270	AT5G08300
kfl00085_0300	AT4G01050
kfl00085_0310	AT5G51230
kfl00085_0320	AT2G23290
kfl00085_0330	AT5G04990
kfl00085_0340	AT1G30420
kfl00085_0350	AT2G19860
kfl00085_0360	AT4G26780
kfl00085_0370	AT1G06470
kfl00085_0380	AT2G20520
kfl00085_0390	AT4G28570
kfl00085_0400	AT5G13120
kfl00085_0420	AT2G37990
kfl00085_0430	AT3G03100
kfl00085_0440	AT5G04850
kfl00086_0010	AT2G17820
kfl00086_0020	AT2G07050
kfl00086_0030	AT4G35260
kfl00086_0050	AT1G26830
kfl00086_0070	AT4G24810
kfl00086_0080	AT5G54600
kfl00086_0090	AT1G49140
kfl00086_0100	AT5G39410
kfl00086_0110	AT5G41070
kfl00086_0120	AT4G25840
kfl00086_0130	AT3G55310
kfl00086_0140	AT3G55310
kfl00086_0150	AT2G02955
kfl00086_0160	AT2G33435
kfl00086_0170	AT5G66130
kfl00086_0180	AT4G35450
kfl00086_0240	AT1G09920
kfl00086_0250	AT1G50020
kfl00086_0260	AT2G16600
kfl00086_0280	AT4G19880
kfl00086_0290	AT3G20530
kfl00086_0300	AT1G09530
kfl00086_0320	AT1G75440
kfl00086_0330	AT1G04190
kfl00086_0340	AT3G24030
kfl00086_0370	AT3G05740
kfl00087_0010	AT1G04120
kfl00087_0020	AT1G50575
kfl00087_0030	AT4G24210
kfl00087_0050	AT5G46800
kfl00087_0070	AT5G57610
kfl00087_0090	AT3G08720
kfl00087_0100	AT1G50670
kfl00087_0110	AT5G49560
kfl00087_0120	AT4G38160
kfl00087_0140	AT5G45030
kfl00087_0150	AT1G75210
kfl00087_0180	AT2G35860
kfl00087_0190	AT4G38390
kfl00087_0200	AT1G19360
kfl00087_0210	AT1G18260
kfl00087_0220	AT2G33170
kfl00088_0010	AT1G08125
kfl00088_0030	AT4G30720
kfl00088_0040	AT4G14147
kfl00088_0050	AT4G36810
kfl00088_0060	AT5G54830
kfl00088_0080	AT4G36980
kfl00088_0090	AT1G73110
kfl00088_0100	AT4G09730
kfl00088_0110	AT3G62910
kfl00088_0120	AT5G47890
kfl00088_0130	AT5G23670
kfl00088_g15	AT3G04530
kfl00088_0140	AT5G35750
kfl00088_0160	AT1G58350
kfl00088_0170	AT1G69380
kfl00088_0180	AT4G15475
kfl00088_0190	AT1G18660
kfl00088_0200	AT1G02510
kfl00088_0230	AT5G41940
kfl00088_0250	AT5G03790
kfl00088_0270	AT1G53390
kfl00089_0020	AT5G52340
kfl00089_0030	AT5G52340
kfl00089_0050	AT3G16630
kfl00089_0090	AT4G21120
kfl00089_0100	AT5G57120
kfl00089_0110	AT4G03260
kfl00089_0120	AT5G47450
kfl00089_0140	AT2G47500
kfl00089_0150	AT1G68680
kfl00089_0160	AT5G63840
kfl00089_0170	AT5G49470
kfl00089_0180	AT1G53210
kfl00089_0190	AT5G57610
kfl00089_0200	AT3G01330
kfl00089_0210	AT5G10910
kfl00089_0230	AT1G30000
kfl00089_0240	AT5G66010
kfl00089_0250	AT5G23540
kfl00089_0260	AT5G43970
kfl00089_0270	AT1G78680
kfl00089_0290	AT2G37120
kfl00089_0310	AT2G17440
kfl00089_0320	AT3G02280
kfl00089_0330	AT3G43540
kfl00089_0340	AT3G13110
kfl00090_g1	AT4G22260
kfl00090_0010	AT5G52880
kfl00090_0040	AT1G12600
kfl00090_0050	AT2G38695
kfl00090_0090	AT3G54610
kfl00090_0100	AT5G02080
kfl00090_0110	AT3G59050
kfl00090_0130	AT5G05710
kfl00090_0140	AT2G36305
kfl00090_0160	AT1G56340
kfl00090_0180	AT1G67170
kfl00090_g20	AT2G44770
kfl00090_0220	AT2G42620
kfl00090_0230	AT1G11680
kfl00090_0240	AT1G73820
kfl00090_0260	AT5G05850
kfl00090_0270	AT3G48330
kfl00090_0280	AT5G05780
kfl00090_0290	AT5G26340
kfl00090_0300	AT1G55240
kfl00090_0310	AT3G19010
kfl00090_0320	AT5G61030
kfl00090_0330	AT5G62720
kfl00091_0020	AT4G17530
kfl00091_0030	AT4G27600
kfl00091_0040	AT1G17870
kfl00091_0060	AT3G63060
kfl00091_0080	AT5G15440
kfl00091_0110	AT3G63060
kfl00091_0150	AT5G08450
kfl00091_0160	AT5G39360
kfl00091_0180	AT1G02560
kfl00091_0190	AT1G09450
kfl00091_0200	AT4G25090
kfl00091_0210	AT1G03870
kfl00091_0230	AT4G19190
kfl00091_0240	AT4G21860
kfl00091_0250	AT3G13230
kfl00091_0260	AT3G63060
kfl00091_0270	AT3G53120
kfl00091_0280	AT1G78770
kfl00091_0310	AT3G08650
kfl00091_0320	AT4G29310
kfl00091_0330	AT1G42540
kfl00091_0340	AT2G41640
kfl00092_0010	AT1G07350
kfl00092_0030	AT3G17930
kfl00092_0040	AT1G29400
kfl00092_0050	AT3G17800
kfl00092_0060	AT5G67030
kfl00092_0070	AT2G35610
kfl00092_0080	AT3G54720
kfl00092_0090	AT1G32990
kfl00092_0110	AT5G10620
kfl00092_0130	AT1G54990
kfl00092_0140	AT3G26120
kfl00092_0160	AT3G12500
kfl00092_0170	AT5G50450
kfl00092_0190	AT2G39910
kfl00092_0200	AT1G05720
kfl00092_0210	AT3G55800
kfl00092_0220	AT5G40580
kfl00092_0230	AT1G60970
kfl00092_0240	AT1G34000
kfl00092_0250	AT3G55260
kfl00092_0260	AT3G51810
kfl00092_0270	AT5G35525
kfl00092_0280	AT5G15090
kfl00092_0290	AT5G09570
kfl00092_0300	AT2G18840
kfl00092_0350	AT3G23900
kfl00092_0360	AT5G37380
kfl00092_0370	AT5G60530
kfl00092_0380	AT3G63520
kfl00093_0010	AT4G26240
kfl00093_0030	AT4G35490
kfl00093_0040	AT3G57660
kfl00093_0070	AT1G44575
kfl00093_0080	AT1G50200
kfl00093_0090	AT4G36210
kfl00093_0100	AT5G44310
kfl00093_0110	AT3G53040
kfl00093_0130	AT5G16040
kfl00093_0150	AT5G39260
kfl00093_0170	AT1G15220
kfl00093_0180	AT3G15190
kfl00093_0190	AT4G28470
kfl00093_0200	AT5G08530
kfl00093_0210	AT3G56090
kfl00093_0240	AT3G61540
kfl00093_0250	AT1G19140
kfl00093_0260	AT4G00290
kfl00093_0270	AT5G01600
kfl00093_0280	AT3G56090
kfl00093_0300	AT1G80420
kfl00093_0310	AT5G44670
kfl00093_0320	AT1G67090
kfl00093_0330	AT4G00290
kfl00093_0340	AT3G48200
kfl00094_0030	AT3G19780
kfl00094_0050	AT3G02060
kfl00094_0060	AT5G20500
kfl00094_0070	AT1G13260
kfl00094_0080	AT3G22660
kfl00094_0090	AT3G09350
kfl00094_0100	AT3G10540
kfl00094_0110	AT1G58370
kfl00094_0120	AT3G11510
kfl00094_0130	AT5G20620
kfl00094_0140	AT2G21470
kfl00094_0150	AT4G37460
kfl00094_0170	AT5G42370
kfl00094_0180	AT5G52840
kfl00094_0190	AT1G60440
kfl00094_0200	AT5G52910
kfl00094_0230	AT2G13440
kfl00094_0240	AT1G29700
kfl00094_0250	AT3G55440
kfl00094_0260	AT1G53540
kfl00094_0270	AT2G29690
kfl00094_0280	AT2G41120
kfl00094_0300	AT3G25230
kfl00094_0310	AT5G45680
kfl00094_0320	AT3G21350
kfl00094_0340	AT5G25260
kfl00095_0010	AT3G04020
kfl00095_0020	AT3G01040
kfl00095_0040	AT2G24710
kfl00095_0050	AT5G42270
kfl00095_0070	AT1G22410
kfl00095_0140	AT2G03430
kfl00095_0160	AT3G18390
kfl00095_0170	AT1G60710
kfl00095_0180	AT2G24860
kfl00095_0190	AT3G55250
kfl00095_0200	AT1G65410
kfl00095_0210	AT1G12370
kfl00095_0250	AT5G35750
kfl00096_0010	AT1G14110
kfl00096_0020	AT2G31990
kfl00096_0030	AT1G68470
kfl00096_0040	AT1G76060
kfl00096_0050	AT1G15660
kfl00096_0060	AT3G12120
kfl00096_0080	AT3G24190
kfl00096_0090	AT2G31400
kfl00096_0110	AT2G31320
kfl00096_0120	AT5G10330
kfl00096_g13	AT4G32680
kfl00096_0130	AT3G13235
kfl00096_0150	AT4G26640
kfl00096_0160	AT4G25320
kfl00096_0170	AT4G04614
kfl00096_0180	AT5G41460
kfl00096_g20	AT4G39140
kfl00096_0190	AT1G32700
kfl00096_0200	AT5G65780
kfl00096_0210	AT1G02860
kfl00096_0220	AT5G21482
kfl00096_0230	AT5G43340
kfl00096_0240	AT5G63980
kfl00096_0250	AT5G06260
kfl00096_0260	AT2G17820
kfl00096_0270	AT1G68300
kfl00097_0030	AT1G73700
kfl00097_0040	AT5G50700
kfl00097_0050	AT2G33820
kfl00097_0060	AT5G49880
kfl00097_0070	AT3G63200
kfl00097_0080	AT5G47860
kfl00097_0100	AT1G78915
kfl00097_0110	AT2G32340
kfl00097_0140	AT1G53760
kfl00097_0150	AT1G26640
kfl00097_0160	AT1G29940
kfl00097_0180	AT4G03560
kfl00097_0190	AT2G26960
kfl00097_0200	AT5G64010
kfl00097_0220	AT2G33380
kfl00097_0230	AT5G64940
kfl00097_0240	AT5G13410
kfl00097_0250	AT1G25290
kfl00097_0260	AT4G02880
kfl00097_0270	AT1G30270
kfl00097_0280	AT5G53540
kfl00097_0300	AT4G24090
kfl00097_0310	AT4G04210
kfl00097_0320	AT2G04660
kfl00097_0330	AT4G38260
kfl00097_0350	AT3G47810
kfl00097_0360	AT4G33950
kfl00097_0370	AT5G07740
kfl00098_0010	AT3G02520
kfl00098_0020	AT4G10110
kfl00098_0030	AT1G16740
kfl00098_0040	AT4G39920
kfl00098_0050	AT5G18700
kfl00098_0060	AT1G79040
kfl00098_0070	AT4G16340
kfl00098_0080	AT1G29930
kfl00098_0090	AT1G29930
kfl00098_0140	AT5G43830
kfl00098_0150	AT4G13360
kfl00098_0170	AT3G26780
kfl00098_0180	AT4G36390
kfl00098_0210	AT5G27400
kfl00098_0220	AT3G04760
kfl00098_0230	AT1G02690
kfl00098_0240	AT2G41460
kfl00098_0270	AT1G62390
kfl00098_0280	AT3G11930
kfl00098_0290	AT5G11260
kfl00098_0310	AT5G14120
kfl00098_0320	AT3G16260
kfl00098_0330	AT4G33950
kfl00098_0340	AT4G38360
kfl00098_0360	AT3G51810
kfl00098_0370	AT3G03790
kfl00098_0380	AT3G03790
kfl00099_0020	AT4G10030
kfl00099_0040	AT2G17500
kfl00099_0050	AT4G01370
kfl00099_0080	AT4G32390
kfl00099_0090	AT1G11930
kfl00099_0100	AT1G61620
kfl00099_0130	AT5G25360
kfl00099_0140	AT3G60800
kfl00099_0150	AT5G03905
kfl00099_0160	AT2G34980
kfl00099_0180	AT2G23590
kfl00099_0200	AT3G04890
kfl00099_g20	AT1G07790
kfl00099_g21	AT3G20670
kfl00099_0210	AT3G54170
kfl00099_0220	AT3G12400
kfl00099_0230	AT3G28480
kfl00099_0250	AT4G33360
kfl00099_0260	AT4G15475
kfl00099_0270	AT3G52220
kfl00100_0010	AT1G21700
kfl00100_0020	AT1G79340
kfl00100_0030	AT5G19920
kfl00100_0040	AT3G60750
kfl00100_0050	AT1G78580
kfl00100_0060	AT3G06960
kfl00100_0070	AT1G62370
kfl00100_0080	AT1G45249
kfl00100_0090	AT3G02320
kfl00100_0100	AT1G02160
kfl00100_g13	AT1G80860
kfl00100_0150	AT1G69526
kfl00100_0160	AT5G23010
kfl00100_0170	AT3G54890
kfl00100_0210	AT3G02450
kfl00100_0220	AT3G21865
kfl00100_0230	AT5G12430
kfl00100_0240	AT5G15630
kfl00100_0250	AT1G67320
kfl00100_0270	AT2G28370
kfl00100_0280	AT2G28370
kfl00100_0290	AT4G13870
kfl00100_0310	AT1G12900
kfl00100_0340	AT1G69526
kfl00101_0020	AT3G55760
kfl00101_0030	AT3G51770
kfl00101_0045	AT4G24560
kfl00101_0050	AT3G28880
kfl00101_0060	AT4G24830
kfl00101_0070	AT5G50920
kfl00101_0080	AT1G14790
kfl00101_0085	AT3G49500
kfl00101_0090	AT5G03840
kfl00101_0100	AT5G30490
kfl00101_0120	AT5G50340
kfl00101_0130	AT2G40290
kfl00101_0140	AT1G80160
kfl00101_0150	AT3G20390
kfl00101_0160	AT1G60230
kfl00101_0170	AT5G07720
kfl00101_0180	AT1G74380
kfl00101_0190	AT4G28630
kfl00101_0200	AT2G38970
kfl00101_0210	AT2G41250
kfl00101_0220	AT2G43360
kfl00101_0240	AT3G23610
kfl00101_0260	AT4G34270
kfl00101_0280	AT4G15475
kfl00101_0290	AT3G13060
kfl00102_0020	AT1G74150
kfl00102_0030	AT5G47120
kfl00102_0050	AT5G25350
kfl00102_0060	AT5G60370
kfl00102_0100	AT1G20960
kfl00102_0130	AT4G27700
kfl00102_0160	AT2G37690
kfl00102_0170	AT3G13060
kfl00102_0180	AT4G29830
kfl00102_0190	AT3G02580
kfl00102_g22	AT1G69550
kfl00102_0200	AT3G14390
kfl00102_0230	AT1G35530
kfl00102_0250	AT1G03370
kfl00102_0260	AT1G17370
kfl00103_0010	AT1G17230
kfl00103_0020	AT5G10720
kfl00103_0030	AT1G69070
kfl00103_0040	AT4G26830
kfl00103_0050	AT3G45880
kfl00103_0070	AT1G72640
kfl00103_0080	AT3G07700
kfl00103_0090	AT5G22260
kfl00103_0110	AT1G27060
kfl00103_0130	AT4G14210
kfl00103_0150	AT1G73980
kfl00103_0170	AT2G40190
kfl00103_0180	AT2G36310
kfl00103_0190	AT3G02380
kfl00103_0200	AT1G26840
kfl00103_0220	AT3G10520
kfl00103_0230	AT3G50560
kfl00104_0020	AT1G56050
kfl00104_0040	AT5G55160
kfl00104_0050	AT1G20050
kfl00104_0060	AT4G27310
kfl00104_0070	AT4G21280
kfl00104_0080	AT1G21410
kfl00104_0090	AT3G55600
kfl00104_0100	AT2G34720
kfl00104_0120	AT5G19500
kfl00104_0130	AT3G05560
kfl00104_0140	AT4G34090
kfl00104_0150	AT1G68660
kfl00104_0160	AT1G49980
kfl00104_0200	AT4G14800
kfl00104_0210	AT4G08320
kfl00104_0220	AT2G41020
kfl00104_0230	AT2G46260
kfl00104_0250	AT1G49380
kfl00104_0260	AT1G01510
kfl00104_0280	AT5G41190
kfl00104_0290	AT2G37040
kfl00104_0310	AT2G45300
kfl00104_0320	AT2G36130
kfl00104_0330	AT4G01935
kfl00104_0340	AT2G27960
kfl00104_0350	AT4G10340
kfl00104_0360	AT4G10790
kfl00104_0370	AT1G76570
kfl00105_0020	AT4G16180
kfl00105_0030	AT5G45760
kfl00105_0040	AT1G60430
kfl00105_0050	AT3G26420
kfl00105_0060	AT1G19025
kfl00105_0080	AT5G43860
kfl00105_0090	AT3G07090
kfl00105_0100	AT1G71230
kfl00105_0110	AT5G57500
kfl00105_0140	AT5G48020
kfl00105_0150	AT2G41835
kfl00105_0170	AT4G22670
kfl00105_0180	AT4G01880
kfl00105_0190	AT5G64380
kfl00105_0200	AT3G12520
kfl00105_0210	AT1G49520
kfl00105_0270	AT3G14280
kfl00105_0280	AT3G53110
kfl00105_0290	AT1G72440
kfl00106_0010	AT2G43770
kfl00106_0020	AT3G45980
kfl00106_0030	AT3G20670
kfl00106_0040	AT4G22130
kfl00106_0050	AT4G38225
kfl00106_0060	AT2G20140
kfl00106_0070	AT5G16715
kfl00106_0080	AT3G05410
kfl00106_0110	AT5G13690
kfl00106_g14	AT5G59970
kfl00106_0140	AT3G56460
kfl00106_0150	AT5G35100
kfl00106_0170	AT1G24510
kfl00106_0180	AT4G18160
kfl00106_0190	AT3G03380
kfl00106_0210	AT4G05050
kfl00106_0230	AT5G11850
kfl00106_g25	AT1G04700
kfl00106_0240	AT1G10510
kfl00106_0250	AT5G44785
kfl00106_0260	AT2G18220
kfl00106_0270	AT2G31280
kfl00106_0280	AT1G73320
kfl00107_0010	AT3G59800
kfl00107_0020	AT5G12370
kfl00107_0030	AT5G62670
kfl00107_0050	AT1G29900
kfl00107_0080	AT3G04560
kfl00107_0090	AT1G02910
kfl00107_0100	AT3G48820
kfl00107_0110	AT5G47840
kfl00107_0130	AT5G27650
kfl00107_0140	AT4G04870
kfl00107_0150	AT1G53160
kfl00107_0180	AT5G27540
kfl00107_0190	AT5G64670
kfl00107_0200	AT1G52740
kfl00107_0220	AT5G08335
kfl00107_0230	AT1G23310
kfl00107_0240	AT1G21080
kfl00107_0250	AT4G37020
kfl00107_0260	AT4G16760
kfl00107_0300	AT1G54520
kfl00108_0010	AT5G47010
kfl00108_0030	AT2G39445
kfl00108_0040	AT1G18260
kfl00108_0050	AT3G46510
kfl00108_0080	AT4G03965
kfl00108_0090	AT5G38880
kfl00108_0100	AT3G06740
kfl00108_0130	AT4G19020
kfl00108_0140	AT2G27210
kfl00108_0160	AT2G43235
kfl00108_0170	AT1G67440
kfl00108_0180	AT4G18290
kfl00108_0190	AT5G37500
kfl00108_0200	AT4G09010
kfl00108_0210	AT2G35430
kfl00108_0220	AT2G02390
kfl00109_0010	AT1G69750
kfl00109_0020	AT2G41530
kfl00109_0030	AT5G43940
kfl00109_0050	AT2G13650
kfl00109_0060	AT3G10320
kfl00109_0070	AT3G62000
kfl00109_0090	AT1G08470
kfl00109_0100	AT5G11680
kfl00109_0120	AT4G01000
kfl00109_0130	AT4G18100
kfl00109_0140	AT1G14650
kfl00109_0150	AT5G50450
kfl00109_0180	AT5G50450
kfl00109_0160	AT3G20390
kfl00109_0170	AT2G41640
kfl00109_0185	AT5G50450
kfl00109_0190	AT3G55020
kfl00109_0210	AT5G64630
kfl00109_0220	AT5G06140
kfl00109_0240	AT4G14950
kfl00109_0260	AT5G44750
kfl00109_0270	AT5G56090
kfl00109_0280	AT3G58640
kfl00109_0290	AT3G28760
kfl00109_0295	AT1G48130
kfl00109_0300	AT2G04790
kfl00109_0310	AT3G04550
kfl00109_0320	AT2G27680
kfl00109_0330	AT4G14440
kfl00109_0340	AT1G48910
kfl00110_0030	AT3G27640
kfl00110_0040	AT3G22840
kfl00110_0050	AT3G51520
kfl00110_0070	AT1G19800
kfl00110_0080	AT3G20680
kfl00110_0110	AT3G15140
kfl00110_0120	AT1G79600
kfl00110_0130	AT2G24640
kfl00110_0140	AT5G43500
kfl00110_0150	AT2G37600
kfl00110_0160	AT1G75330
kfl00110_0170	AT1G80510
kfl00110_0180	AT1G71500
kfl00110_0190	AT1G10550
kfl00110_0220	AT4G36760
kfl00110_0230	AT3G25050
kfl00110_0240	AT1G26760
kfl00110_0260	AT1G64480
kfl00110_0290	AT4G03560
kfl00110_0300	AT4G31670
kfl00110_0310	AT1G56180
kfl00110_0320	AT2G24640
kfl00110_0340	AT5G28960
kfl00110_0350	AT4G15510
kfl00110_0360	AT5G42310
kfl00111_0030	AT1G80760
kfl00111_0040	AT3G51730
kfl00111_0060	AT1G26460
kfl00111_0070	AT1G02970
kfl00111_0100	AT5G41120
kfl00111_0110	AT1G07030
kfl00111_0130	AT5G12430
kfl00111_0170	AT1G64150
kfl00111_0180	AT1G12410
kfl00111_0190	AT4G27690
kfl00111_0210	AT5G63610
kfl00111_0280	AT5G03555
kfl00111_0260	AT1G18610
kfl00111_0300	AT2G25050
kfl00111_0310	AT1G31810
kfl00111_0320	AT1G07350
kfl00111_0330	ATMG00860
kfl00112_0010	AT1G64960
kfl00112_0020	AT1G61140
kfl00112_0040	AT4G20140
kfl00112_0050	AT2G28930
kfl00112_0070	AT1G44110
kfl00112_0080	AT1G07810
kfl00112_0090	AT3G56310
kfl00112_0110	AT5G49650
kfl00112_0120	AT5G57655
